CustomerID,Age,Gender,City,AnnualIncome,MembershipTier,PreferredChannel,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketValue,Segment,PC1,PC2,SegmentName
CUST-10500,55.0,Male,Miami,88574.83,Basic,Online,45,6,31,3192.38,141.69,2,2.8116646172128905,-0.8142001733619763,High-Value Loyalists
CUST-10029,33.0,Male,Boston,47693.575,Basic,Online,48,24,17,760.55,26.67,4,0.06478878664246682,-1.271567286001437,Budget Shoppers
CUST-10726,47.0,Female,Los Angeles,112614.14,Silver,Online,43,102,7,2606.84,531.35,1,1.9404036441667392,3.67369741916317,Occasional Big Spenders
CUST-10139,25.0,Male,Portland,33656.44,Basic,In-Store,20,39,21,478.93,21.16,3,-1.072202274083513,-1.224330839254041,Young Digital Shoppers
CUST-11157,20.0,Female,Boston,39190.02,Basic,Online,1,23,23,626.26,32.85,3,-1.297078293105475,-1.321705089240742,Young Digital Shoppers
CUST-11028,22.0,Non-Binary,Chicago,30431.66,Silver,Online,6,11,16,929.31,48.75,3,-1.2428331275729625,-1.2443532822677734,Young Digital Shoppers
CUST-10817,25.0,Female,Denver,32005.68,Platinum,Online,1,60,2,211.09,50.37,0,-2.3864241877898396,0.3267930957744232,New / Low-Engagement
CUST-10482,49.0,Non-Binary,New York,106130.06,Silver,In-Store,50,12,28,4658.49,123.6,2,3.2674930187515696,-0.6012439892182586,High-Value Loyalists
CUST-10815,42.0,Male,Austin,43645.99,Basic,Mobile App,4,101,3,159.67,61.69,0,-2.0104314320973424,1.3786064128226188,New / Low-Engagement
CUST-10681,48.0,Male,New York,69292.31,Silver,Online,33,77,2,2428.78,417.27,1,0.8965748845023956,2.638342598281038,Occasional Big Spenders
CUST-10634,39.0,Male,New York,120293.62,Basic,Mobile App,37,93,2,1856.44,437.63,1,1.1198397689087636,3.386865994777763,Occasional Big Spenders
CUST-10101,57.0,Female,Houston,34603.51,Silver,In-Store,33,24,14,547.06,36.97,4,0.053277893065068894,-0.6565573129470301,Budget Shoppers
CUST-10794,41.0,Male,Seattle,57448.71,Platinum,Online,2,62,1,47.07,81.88,0,-1.6361875654719182,1.1074613519825889,New / Low-Engagement
CUST-10102,29.0,Male,New York,38222.75,Gold,Online,14,26,13,767.88,45.01,3,-1.0608681284494608,-0.7603335847658638,Young Digital Shoppers
CUST-10963,29.0,Male,Denver,32783.12,Basic,Online,1,118,2,38.17,74.61,0,-2.7582701685964404,1.4323557386159047,New / Low-Engagement
CUST-10672,62.0,Male,Chicago,67658.59,Platinum,Online,19,35,5,2052.5,544.74,1,1.569703548289872,2.7541485434754702,Occasional Big Spenders
CUST-11139,22.0,Female,Portland,49501.78,Basic,Mobile App,8,17,15,1115.88,47.17,3,-0.9825152208952187,-0.902994408076727,Young Digital Shoppers
CUST-10972,27.0,Male,Miami,46571.36,Platinum,Online,7,146,0,222.99,37.68,0,-2.831767509916791,1.876601825725355,New / Low-Engagement
CUST-10851,22.0,Male,Portland,41163.42,Basic,In-Store,2,13,1,95.39,57.16,3,-1.986350888412906,-0.3008312720841734,Young Digital Shoppers
CUST-10387,71.0,Male,Chicago,99299.72,Silver,Online,49,11,28,4965.84,145.82,2,3.9152848235209032,-0.21280558132234945,High-Value Loyalists
CUST-10011,18.0,Male,Houston,25543.75,Basic,In-Store,18,28,18,1031.38,31.61,3,-1.2177639209293898,-1.4068050553573295,Young Digital Shoppers
CUST-10583,29.0,Female,Phoenix,119348.42,Basic,Online,1,104,8,1954.25,312.81,1,-0.14544152813999134,2.9847668381314287,Occasional Big Spenders
CUST-10668,45.0,Male,New York,131643.19,Silver,Online,18,84,1,2284.55,451.98,1,1.2018789628779525,3.8130922330391117,Occasional Big Spenders
CUST-10944,47.0,Male,Atlanta,52344.51,Basic,Mobile App,5,55,3,240.05,45.22,0,-1.364183218600578,0.7538090432004079,New / Low-Engagement
CUST-10405,27.0,Male,Austin,109706.26,Basic,In-Store,29,2,36,4431.17,155.28,2,2.5923387132010913,-1.093376676030636,High-Value Loyalists
CUST-11168,25.0,Female,Los Angeles,21683.46,Silver,Online,11,14,26,1501.85,43.74,3,-0.6619087692370551,-1.7962557343025576,Young Digital Shoppers
CUST-10654,49.0,Male,New York,104542.77,Silver,Mobile App,26,60,8,1540.54,362.48,1,1.14302779171112,2.3696758862510703,Occasional Big Spenders
CUST-10565,47.0,Female,Los Angeles,96065.75,Basic,Online,10,16,4,1723.82,188.54,1,0.49364158725846813,1.1657275367667075,Occasional Big Spenders
CUST-10588,32.0,Female,Portland,111910.02,Basic,Online,21,63,6,1423.08,271.14,1,0.3111877302124858,1.9754429983943131,Occasional Big Spenders
CUST-10816,42.0,Male,Boston,47587.09,Basic,Online,3,113,3,182.1,37.77,0,-2.134310851266236,1.5268783422221133,New / Low-Engagement
CUST-10113,46.0,Female,Houston,31462.14,Basic,Mobile App,22,33,11,430.8,30.75,4,-0.772270218321941,-0.4981486106132712,Budget Shoppers
CUST-10784,30.0,Male,Portland,35084.28,Silver,In-Store,4,23,2,120.14,45.27,3,-1.8704435460969193,-0.19717028676859435,Young Digital Shoppers
CUST-10174,43.0,Male,Los Angeles,42595.3,Basic,In-Store,42,18,14,500.13,48.35,4,0.04586211990531284,-0.9540296863664925,Budget Shoppers
CUST-10201,33.0,Female,Austin,34953.2,Basic,Mobile App,49,36,10,323.39,39.93,4,-0.52878484777994,-0.860899132871571,Budget Shoppers
CUST-10013,50.0,Female,Phoenix,49211.64,Basic,Mobile App,16,1,6,494.81,17.24,4,-0.49002494775954486,-0.48007004794443703,Budget Shoppers
CUST-11109,27.0,Female,Atlanta,38875.77,Basic,In-Store,18,16,26,711.74,55.08,3,-0.47422140218444936,-1.560145058287366,Young Digital Shoppers
CUST-10171,20.0,Female,Houston,54964.98,Platinum,Online,23,17,13,976.61,13.71,3,-0.8136058152949768,-1.095837229373176,Young Digital Shoppers
CUST-10722,66.0,Female,Miami,120362.95,Basic,In-Store,14,50,1,2024.78,304.42,1,1.3904801369444533,2.9145245413555405,Occasional Big Spenders
CUST-10119,39.0,Female,Portland,33225.08,Silver,In-Store,25,12,14,533.3,29.31,4,-0.5587016950688347,-1.113818229676969,Budget Shoppers
CUST-11175,25.0,Male,Phoenix,33988.35,Gold,In-Store,12,16,16,757.38,32.41,3,-1.114206209633117,-1.2104807343112869,Young Digital Shoppers
CUST-10097,56.0,Female,Boston,30240.48,Basic,Mobile App,26,11,4,453.19,21.6,4,-0.49409992845498285,-0.4484136611901486,Budget Shoppers
CUST-10833,28.0,Female,Phoenix,40997.93,Gold,In-Store,4,121,4,121.63,72.09,0,-2.5465127554020373,1.422053885616054,New / Low-Engagement
CUST-10836,37.0,Female,Atlanta,37114.22,Gold,Online,1,92,0,146.65,67.65,0,-2.3163015489337826,1.2719111232596294,New / Low-Engagement
CUST-10521,48.0,Male,Seattle,91780.06,Silver,Mobile App,39,12,32,2834.57,146.25,2,2.4017558616318704,-0.7595988042688233,High-Value Loyalists
CUST-10003,44.0,Female,New York,30621.14,Basic,In-Store,52,25,13,846.36,29.12,4,0.12557834147096547,-1.118652097144881,Budget Shoppers
CUST-10526,47.0,Female,Seattle,90464.5,Basic,Mobile App,38,6,24,5009.41,208.29,2,2.9628899566723823,-0.2293817402030865,High-Value Loyalists
CUST-10391,62.0,Female,Los Angeles,103050.01,Gold,Online,42,8,24,4335.97,71.11,2,3.0623806777929863,-0.42206425062283803,High-Value Loyalists
CUST-10318,40.0,Male,Miami,28421.32,Silver,Online,38,11,7,707.55,24.06,4,-0.48113430295856563,-1.0146503600300436,Budget Shoppers
CUST-10382,58.0,Female,Houston,116485.78,Gold,Online,40,5,25,5608.11,138.61,2,3.711723180903407,-0.10966259924563095,High-Value Loyalists
CUST-10424,36.0,Female,Phoenix,83184.85,Platinum,Online,55,4,28,3554.64,117.24,2,2.4324312717041634,-1.3161903324214894,High-Value Loyalists
CUST-10525,63.0,Male,Portland,87912.76,Basic,Online,48,7,21,6529.9,171.87,2,3.8923989017098517,-0.09406276643005675,High-Value Loyalists
CUST-10242,60.0,Female,Austin,35195.94,Basic,Mobile App,26,37,2,372.62,42.66,4,-0.5884565491998873,0.27754383710668984,Budget Shoppers
CUST-10799,35.0,Non-Binary,Atlanta,56478.31,Silver,Mobile App,5,63,2,115.2,16.44,0,-1.8481266920247053,0.6480989965944393,New / Low-Engagement
CUST-10771,23.0,Female,Boston,40509.58,Basic,Online,1,24,0,41.85,81.95,0,-2.077314949968246,0.04792992329692355,New / Low-Engagement
CUST-11093,26.0,Female,Boston,40066.73,Basic,Online,21,9,15,345.94,13.27,3,-0.9558247344116387,-1.3729466843041838,Young Digital Shoppers
CUST-10398,42.0,Male,Los Angeles,116760.02,Platinum,In-Store,74,5,30,4051.68,197.69,2,3.874406903874897,-0.7657469742496629,High-Value Loyalists
CUST-10397,49.0,Male,Atlanta,74474.95,Basic,Mobile App,40,8,26,7607.17,208.23,2,3.7574301915372414,-0.4627235512905988,High-Value Loyalists
CUST-10477,39.0,Male,Boston,99743.46,Basic,Online,33,11,32,4276.73,147.52,2,2.600615034487317,-0.754976646462398,High-Value Loyalists
CUST-10163,38.0,Female,Seattle,21744.45,Basic,Online,40,13,13,597.6,46.81,4,-0.3653680337480188,-1.3052977956750649,Budget Shoppers
CUST-10559,47.0,Female,Phoenix,119878.9,Silver,In-Store,31,13,37,4365.01,158.87,2,3.238945434631228,-0.5071314115044212,High-Value Loyalists
CUST-10288,24.0,Male,Houston,39025.34,Basic,Online,35,31,10,661.24,27.36,3,-0.9226921690165211,-0.9362938134430551,Young Digital Shoppers
CUST-10435,53.0,Male,New York,87784.94,Basic,Mobile App,55,6,39,2779.9,139.22,2,3.115619941806433,-1.3617410018064329,High-Value Loyalists
CUST-10806,35.0,Male,New York,26205.81,Gold,Online,1,97,2,181.9,48.51,0,-2.5161468762986012,1.0114387294120695,New / Low-Engagement
CUST-10776,36.0,Male,Los Angeles,46507.77,Basic,Online,1,4,3,53.0,55.11,3,-1.4349522277084967,-0.23045879980799783,Young Digital Shoppers
CUST-10643,39.0,Female,Austin,49835.3,Basic,Online,35,47,3,1924.32,442.6,1,0.6357240044911394,1.808317827281875,Occasional Big Spenders
CUST-10550,37.0,Male,Seattle,84290.54,Basic,Mobile App,39,2,26,3438.13,110.23,2,1.9964998616224725,-1.0678716050938182,High-Value Loyalists
CUST-11014,21.0,Male,New York,26330.28,Basic,Online,15,10,25,863.14,49.0,3,-0.8148395219178514,-1.8527307994121982,Young Digital Shoppers
CUST-10493,34.0,Male,Los Angeles,94641.36,Basic,In-Store,44,7,27,4291.01,138.39,2,2.498712435816753,-0.8981403009538226,High-Value Loyalists
CUST-10552,70.0,Male,Houston,81684.56,Basic,Mobile App,65,24,35,5383.65,146.54,2,4.304301949971194,-0.7435938840754953,High-Value Loyalists
CUST-11178,26.0,Male,Chicago,52374.86,Basic,Online,19,3,13,233.99,56.52,3,-0.7982758352553931,-1.0203687978554765,Young Digital Shoppers
CUST-10568,53.0,Female,Denver,89431.7,Basic,Online,17,79,8,2794.58,400.68,1,1.1883644997146399,2.8325182576252375,Occasional Big Spenders
CUST-10277,34.0,Female,Los Angeles,37596.46,Basic,Online,39,28,15,873.13,33.19,4,-0.29585957262350926,-1.084633119488847,Budget Shoppers
CUST-10084,33.0,Male,Denver,40704.92,Silver,In-Store,52,24,17,226.66,20.58,4,-0.11955235489447458,-1.4295203667477243,Budget Shoppers
CUST-10133,46.0,Female,Denver,53614.24,Basic,Mobile App,22,9,9,899.69,29.64,4,-0.20661180106880475,-0.5250529640346543,Budget Shoppers
CUST-10209,42.0,Male,Austin,33146.32,Basic,In-Store,14,8,19,692.25,21.75,4,-0.4922345048767156,-1.2651223619796346,Budget Shoppers
CUST-11018,18.0,Male,Phoenix,42316.49,Platinum,Online,11,3,9,1088.93,42.1,3,-1.222699801781665,-1.0561282176075126,Young Digital Shoppers
CUST-10896,35.0,Female,Phoenix,44511.0,Platinum,In-Store,4,103,1,25.13,49.37,0,-2.348345224028174,1.3412162049410632,New / Low-Engagement
CUST-10342,56.0,Male,Austin,47693.575,Basic,Online,52,15,23,2729.2,143.02,2,1.9804860781167175,-0.8446333706948301,High-Value Loyalists
CUST-10169,39.0,Male,Chicago,41336.23,Silver,Mobile App,69,12,14,475.88,25.79,4,0.536023741716831,-1.5440282970561972,Budget Shoppers
CUST-10795,45.0,Female,Boston,42436.27,Silver,In-Store,4,83,3,149.6,26.4,0,-1.8786027670070728,0.9784024755350239,New / Low-Engagement
CUST-10192,44.0,Male,Houston,38252.18,Basic,Mobile App,46,7,14,514.54,31.33,4,0.16802291547365802,-1.2831677810981141,Budget Shoppers
CUST-11052,21.0,Female,Miami,39041.67,Silver,In-Store,10,13,18,543.52,29.68,3,-1.1861907419788373,-1.3496462327992058,Young Digital Shoppers
CUST-10206,32.0,Non-Binary,Atlanta,49070.61,Silver,Mobile App,39,33,11,975.55,42.85,4,-0.32883381781906085,-0.6728963662010685,Budget Shoppers
CUST-10386,59.0,Male,Los Angeles,120454.36,Gold,In-Store,71,3,32,2294.87,125.13,2,3.6563024773672015,-0.8349426803300427,High-Value Loyalists
CUST-10312,51.0,Non-Binary,Portland,53018.72,Silver,Mobile App,23,23,13,1044.43,29.79,4,0.011874972092968405,-0.42105942264166907,Budget Shoppers
CUST-10556,24.0,Female,Los Angeles,94769.34,Silver,In-Store,53,8,20,5907.08,94.93,2,2.609861742414626,-1.008703303025012,High-Value Loyalists
CUST-10928,18.0,Male,Houston,50018.58,Silver,Mobile App,1,130,0,78.28,93.95,0,-2.9496510202280843,1.816882826102795,New / Low-Engagement
CUST-10134,44.0,Male,Miami,47693.575,Silver,Mobile App,26,27,16,630.09,38.09,4,-0.2215660533976346,-0.6832288303234605,Budget Shoppers
CUST-10933,32.0,Male,New York,23950.44,Basic,Online,5,74,2,149.55,34.99,0,-2.3812665763114125,0.46184635085028386,New / Low-Engagement
CUST-10187,51.0,Male,Houston,21560.36,Gold,In-Store,31,17,14,725.7,37.82,4,-0.20221816813696059,-0.9999741754102959,Budget Shoppers
CUST-10270,49.0,Non-Binary,Phoenix,46318.61,Silver,In-Store,53,11,9,853.89,47.96,4,0.5110906517774038,-0.8116682573682127,Budget Shoppers
CUST-10692,57.0,Female,Phoenix,115918.28,Silver,Mobile App,5,67,5,2376.41,407.65,1,1.2341020918396985,3.335571084435004,Occasional Big Spenders
CUST-10307,48.0,Female,Los Angeles,29600.98,Silver,Online,19,43,10,610.86,15.92,4,-0.9068689140967988,-0.30728192103796964,Budget Shoppers
CUST-10090,41.0,Male,Los Angeles,32843.21,Basic,Online,34,36,14,625.74,9.27,4,-0.5214843305487142,-0.8911130917564948,Budget Shoppers
CUST-10083,52.0,Non-Binary,Austin,47693.575,Basic,Mobile App,41,11,10,676.17,29.57,4,0.2655029441806649,-0.7298101470403364,Budget Shoppers
CUST-10757,24.0,Female,Seattle,67165.39,Basic,Mobile App,3,106,3,164.08,80.55,0,-2.219230429978229,1.5218379174913164,New / Low-Engagement
CUST-11039,27.0,Male,Atlanta,24840.84,Gold,Online,9,28,9,972.59,33.05,3,-1.5180034554245438,-0.7273610950768982,Young Digital Shoppers
CUST-10579,34.0,Male,Portland,103112.3,Silver,In-Store,24,55,6,1579.79,196.41,1,0.2652640759943177,1.4243080087609423,Occasional Big Spenders
CUST-10609,44.0,Male,Portland,133573.17,Basic,Online,41,94,3,2819.78,403.47,1,1.775786660817285,3.4120757501163435,Occasional Big Spenders
CUST-10520,46.0,Male,Los Angeles,87550.77,Gold,Mobile App,74,2,24,2796.2,99.08,2,2.787973847670105,-1.237143722237467,High-Value Loyalists
CUST-10553,34.0,Female,Miami,121602.25,Silver,Mobile App,31,19,30,4066.49,154.65,2,2.5080806520016283,-0.305239305401658,High-Value Loyalists
CUST-10114,42.0,Male,Austin,32947.84,Basic,Online,11,0,11,551.51,31.52,4,-0.7959521762570851,-0.9436585769859509,Budget Shoppers
CUST-10629,55.0,Non-Binary,Los Angeles,159419.61,Basic,Mobile App,36,81,4,1678.22,379.81,1,2.0045020164293335,3.6098921267908346,Occasional Big Spenders
CUST-10220,48.0,Female,Los Angeles,39170.23,Gold,In-Store,10,0,8,465.27,26.82,4,-0.7201688315588576,-0.6338656117824938,Budget Shoppers
CUST-10107,29.0,Female,Phoenix,49733.78,Basic,Online,28,25,20,422.64,26.47,3,-0.4958657167029152,-1.210097469278922,Young Digital Shoppers
CUST-10336,32.0,Female,Atlanta,47675.86,Basic,In-Store,11,32,16,701.5,23.64,3,-0.9478333373436784,-0.6970554176327035,Young Digital Shoppers
CUST-10876,46.0,Female,Austin,49899.48,Silver,Mobile App,5,88,3,74.17,106.95,0,-1.6100604696977203,1.4959139807367274,New / Low-Engagement
CUST-10394,50.0,Male,Atlanta,98668.52,Basic,Mobile App,54,12,28,4551.9,137.55,2,3.2906229842401933,-0.6607773641095284,High-Value Loyalists
CUST-10920,35.0,Male,Austin,47770.29,Basic,Online,1,94,2,152.29,66.75,0,-2.183105095226763,1.2992019012999556,New / Low-Engagement
CUST-10658,43.0,Male,Los Angeles,111570.28,Basic,In-Store,20,58,5,3560.65,322.73,1,1.4071900087144895,2.366783026395392,Occasional Big Spenders
CUST-10480,61.0,Female,Phoenix,60210.41,Basic,Online,61,2,26,4134.23,143.37,2,3.1554730486045877,-1.0552154411783592,High-Value Loyalists
CUST-10058,18.0,Female,Phoenix,47693.575,Platinum,Mobile App,34,28,7,498.96,13.86,3,-1.161474742082858,-0.8894038066169284,Young Digital Shoppers
CUST-10622,56.0,Female,Denver,124108.12,Basic,Online,23,31,7,3260.41,430.1,1,2.442539120210907,2.637769976294254,Occasional Big Spenders
CUST-11167,25.0,Female,Denver,29034.09,Silver,In-Store,10,10,15,659.02,31.66,3,-1.2410498688770557,-1.2987553558526674,Young Digital Shoppers
CUST-11043,18.0,Male,New York,27239.81,Gold,Mobile App,1,35,20,1254.73,47.96,3,-1.4685515813261893,-1.100471634599498,Young Digital Shoppers
CUST-10028,54.0,Male,Houston,19485.24,Gold,In-Store,46,17,18,618.58,10.94,4,0.24008470485336036,-1.4502818797879822,Budget Shoppers
CUST-10821,37.0,Male,Denver,18966.71,Gold,In-Store,6,96,2,131.81,74.39,0,-2.3848792145282456,0.9952249681045511,New / Low-Engagement
CUST-10965,20.0,Female,Miami,36320.91,Silver,Mobile App,6,98,2,178.25,37.67,0,-2.713985372837973,0.7857869668385918,New / Low-Engagement
CUST-10897,31.0,Female,Chicago,47129.15,Basic,In-Store,4,84,1,111.81,70.2,0,-2.185245979327678,1.0898011926480393,New / Low-Engagement
CUST-10416,50.0,Non-Binary,Houston,94617.85,Platinum,Online,76,5,19,4311.73,108.65,2,3.3499143967103673,-0.7785781980520751,High-Value Loyalists
CUST-10952,32.0,Female,Portland,45383.07,Silver,Online,4,107,1,197.79,53.2,0,-2.38730259851272,1.3806951131220793,New / Low-Engagement
CUST-11182,25.0,Male,Chicago,33943.93,Platinum,In-Store,14,21,27,1051.54,24.24,3,-0.6538275459342892,-1.7044459053803325,Young Digital Shoppers
CUST-10996,18.0,Female,Phoenix,50289.2,Silver,Online,5,85,3,108.15,99.17,0,-2.346629275918147,0.9377050163241523,New / Low-Engagement
CUST-10036,47.0,Male,Chicago,29329.24,Platinum,In-Store,14,0,14,721.28,30.12,4,-0.48114339624121355,-1.0819158478440072,Budget Shoppers
CUST-10955,28.0,Female,Phoenix,53123.34,Basic,Online,6,91,3,45.19,94.6,0,-2.098251238387921,1.2080920049795731,New / Low-Engagement
CUST-10905,26.0,Male,Boston,39590.49,Silver,Online,1,94,2,108.64,40.13,0,-2.608346961649492,0.9328435053252238,New / Low-Engagement
CUST-10280,43.0,Female,Portland,43466.79,Silver,Online,36,60,18,440.0,21.41,4,-0.3824851408414574,-0.5068076093254283,Budget Shoppers
CUST-10331,38.0,Female,Miami,38286.8,Platinum,Online,52,7,8,93.54,43.11,4,-0.17215009824002314,-1.1256328897324426,Budget Shoppers
CUST-10160,27.0,Female,Miami,46894.66,Silver,In-Store,45,16,16,533.87,43.26,3,-0.17899640625463056,-1.3602328684118297,Young Digital Shoppers
CUST-10694,50.0,Male,Austin,104170.12,Silver,Online,47,64,5,2264.67,367.1,1,1.760393338700556,2.36476079584096,Occasional Big Spenders
CUST-10939,40.0,Female,Atlanta,67338.08,Gold,Mobile App,1,91,3,40.58,52.93,0,-1.8076439869387135,1.4653547042641357,New / Low-Engagement
CUST-10527,59.0,Male,Denver,110186.04,Basic,Mobile App,55,14,27,5879.42,130.05,2,4.067021194198258,-0.32824978225463214,High-Value Loyalists
CUST-10599,39.0,Female,New York,136165.26,Platinum,In-Store,12,5,3,1953.33,428.95,1,1.5338498266704481,2.3810870831420083,Occasional Big Spenders
CUST-10496,27.0,Female,New York,98540.21,Basic,Online,65,20,13,5384.68,203.22,2,2.758987285260308,-0.07228265854115934,High-Value Loyalists
CUST-10125,36.0,Male,Houston,32717.89,Basic,In-Store,34,21,11,541.16,26.38,4,-0.6225765841459916,-1.0044815103097462,Budget Shoppers
CUST-10718,46.0,Male,Chicago,117372.48,Gold,Online,42,77,0,912.11,262.71,1,0.7342701884158854,2.5044343116437324,Occasional Big Spenders
CUST-11131,26.0,Male,Denver,39780.53,Silver,Online,16,3,23,1798.63,40.59,3,-0.21044893056010278,-1.6677493701453114,Young Digital Shoppers
CUST-10902,23.0,Female,Houston,25801.15,Silver,In-Store,3,70,2,47.16,57.98,0,-2.5933261945761896,0.3861530774061,New / Low-Engagement
CUST-10866,32.0,Non-Binary,Seattle,59154.6,Basic,Online,2,111,2,104.55,68.05,0,-2.253042434857098,1.6485278205577722,New / Low-Engagement
CUST-10118,44.0,Male,Houston,47909.84,Basic,In-Store,40,10,9,392.05,34.4,4,-0.07908634194676761,-0.8027342913821233,Budget Shoppers
CUST-11165,21.0,Male,New York,43525.69,Silver,Online,18,13,10,709.12,42.19,3,-1.1373445499652504,-0.9598938519122164,Young Digital Shoppers
CUST-10156,52.0,Female,New York,32583.6,Basic,In-Store,32,10,19,748.12,33.46,4,0.2174940477833802,-1.2272103029298564,Budget Shoppers
CUST-11064,24.0,Female,Austin,46826.01,Basic,Mobile App,3,14,13,1177.07,35.68,3,-1.1290478546273863,-0.8451281666161747,Young Digital Shoppers
CUST-10433,70.0,Male,Chicago,98945.95,Gold,Online,37,1,29,2846.53,130.93,2,3.0004803773594655,-0.37173284652150346,High-Value Loyalists
CUST-10728,50.0,Female,Houston,112679.04,Platinum,Mobile App,17,101,7,2765.65,489.82,1,1.3827634004295477,3.836355504807499,Occasional Big Spenders
CUST-10459,60.0,Male,Miami,100516.19,Basic,In-Store,51,8,27,4470.91,181.24,2,3.5920832561933613,-0.26260493478982266,High-Value Loyalists
CUST-10244,47.0,Male,Denver,31339.85,Silver,Mobile App,27,51,15,951.66,13.51,4,-0.5162693955380467,-0.5129182772700903,Budget Shoppers
CUST-11120,18.0,Male,New York,45216.59,Basic,In-Store,1,8,13,1037.5,45.87,3,-1.329105330647484,-0.9971237822340264,Young Digital Shoppers
CUST-10523,59.0,Female,Chicago,129607.93,Basic,In-Store,39,9,34,3288.59,166.78,2,3.4719510793908577,-0.17031281126463513,High-Value Loyalists
CUST-10415,46.0,Female,Boston,82251.51,Silver,Online,48,10,27,5282.85,132.01,2,3.0415386274978435,-0.8622560713571417,High-Value Loyalists
CUST-10749,23.0,Non-Binary,Miami,56740.82,Gold,Mobile App,2,76,1,76.6,92.24,0,-2.218007922646385,1.0565802397065072,New / Low-Engagement
CUST-10375,50.0,Female,Boston,103683.6,Basic,In-Store,74,0,20,4343.9,117.43,2,3.527034072170728,-0.7359616813503065,High-Value Loyalists
CUST-10354,43.0,Male,Austin,67330.33,Gold,Online,55,9,27,2705.48,185.28,2,2.2282469137028738,-0.9717728428857904,High-Value Loyalists
CUST-10674,50.0,Male,Boston,148742.53,Silver,In-Store,11,78,5,1354.74,356.03,1,1.0529542670129073,3.489838098631669,Occasional Big Spenders
CUST-10453,45.0,Male,Los Angeles,100309.31,Gold,Online,68,1,22,3829.98,152.79,2,3.186636108994928,-0.7215915741559604,High-Value Loyalists
CUST-10615,40.0,Male,Miami,107443.13,Basic,Online,17,17,8,1645.74,257.96,1,0.8789403091051238,1.2236516238351793,Occasional Big Spenders
CUST-11009,21.0,Female,New York,61438.4,Gold,In-Store,17,6,13,754.77,27.11,3,-0.7904252690425911,-1.0504085205412819,Young Digital Shoppers
CUST-11033,24.0,Female,Los Angeles,27004.7,Gold,Mobile App,11,19,15,419.07,17.99,3,-1.4574145980527013,-1.2674675089851637,Young Digital Shoppers
CUST-10021,18.0,Male,Los Angeles,37165.11,Basic,In-Store,21,26,11,53.54,27.73,3,-1.553105648285203,-1.0260733751079159,Young Digital Shoppers
CUST-11023,21.0,Male,Denver,35712.87,Gold,Online,9,23,23,750.72,32.47,3,-1.0893664923066226,-1.440376768201089,Young Digital Shoppers
CUST-11138,23.0,Male,Phoenix,37431.86,Silver,Online,1,0,18,756.38,14.62,3,-1.2169620477141283,-1.5004318625596675,Young Digital Shoppers
CUST-10032,52.0,Female,Portland,39741.39,Basic,Mobile App,39,44,19,721.45,18.56,4,0.13870907931787532,-0.7445377770631976,Budget Shoppers
CUST-11102,20.0,Female,Miami,42462.4,Silver,In-Store,24,14,15,723.45,21.75,3,-0.9181873016173837,-1.365332329569418,Young Digital Shoppers
CUST-11159,31.0,Female,Austin,54420.7,Gold,Mobile App,26,17,20,607.15,32.42,3,-0.28647417693152377,-1.1978807329556787,Young Digital Shoppers
CUST-10092,45.0,Male,Miami,38615.9,Silver,Online,30,38,13,627.27,41.17,4,-0.40786218731889395,-0.4919208552441412,Budget Shoppers
CUST-11048,28.0,Female,Houston,48245.0,Silver,Online,7,0,19,1000.09,44.91,3,-0.6194997542662181,-1.271841418341302,Young Digital Shoppers
CUST-10054,32.0,Female,Houston,64627.34,Gold,Online,39,28,9,323.21,41.82,4,-0.3725539483370512,-0.47931731639713426,Budget Shoppers
CUST-10457,62.0,Female,Austin,103544.73,Basic,Mobile App,60,14,24,3448.2,121.12,2,3.263843273627887,-0.3199595445501893,High-Value Loyalists
CUST-10461,54.0,Male,Chicago,102742.56,Basic,In-Store,51,5,26,3386.49,184.91,2,3.1042858716934516,-0.3282899419851299,High-Value Loyalists
CUST-10926,24.0,Female,Miami,25043.92,Basic,In-Store,5,54,0,134.74,72.47,0,-2.4004880812782123,0.271810772151301,New / Low-Engagement
CUST-10436,41.0,Male,Miami,102402.46,Gold,In-Store,71,3,31,4352.04,93.3,2,3.4979649824095658,-1.4423434935465154,High-Value Loyalists
CUST-10688,49.0,Female,Seattle,86991.98,Basic,Online,29,96,3,3425.17,446.34,1,1.3226559808136005,3.297170006999267,Occasional Big Spenders
CUST-10442,51.0,Male,Denver,89354.79,Basic,Online,59,5,34,2977.85,154.79,2,3.1105754399369165,-1.1382756799078384,High-Value Loyalists
CUST-10630,54.0,Male,Phoenix,87982.8,Basic,Online,4,63,4,1806.21,468.98,1,0.7330103620846634,3.2038364811253253,Occasional Big Spenders
CUST-10446,32.0,Female,Seattle,96567.36,Basic,Online,34,3,26,4523.19,122.04,2,2.273643927379143,-0.8788678544244859,High-Value Loyalists
CUST-10226,64.0,Female,Austin,47693.575,Basic,In-Store,38,38,6,287.98,38.6,4,0.04955743577662397,0.16695042358689222,Budget Shoppers
CUST-10458,48.0,Male,Austin,85575.96,Gold,Online,53,14,30,3573.8,180.86,2,2.883087741766479,-0.7210050268560516,High-Value Loyalists
CUST-11065,26.0,Male,Houston,52088.0,Platinum,Online,19,24,18,1200.63,29.64,3,-0.5557938418033412,-1.0347497345051158,Young Digital Shoppers
